City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lhokseumawe,ID,5.1801,97.1507,80.35,86,100,4.21,overcast clouds
347,Atbasar,KZ,51.8,68.3333,70.12,30,4,9.69,clear sky
348,Bathsheba,BB,13.2167,-59.5167,86.61,51,20,17.76,few clouds
349,Rio Grande City,US,26.3798,-98.8203,82.15,62,22,15.79,light rain
350,Antsohihy,MG,-14.8796,47.9875,77.67,67,2,5.03,clear sky
351,Paka,MY,4.6374,103.4368,75.13,94,99,6.87,overcast clouds
352,La Rioja,ES,42.25,-2.5,76.78,67,73,4.74,light rain
353,Ayr,GB,55.4627,-4.6339,65.21,67,20,2.3,few clouds
354,Port Macquarie,AU,-31.4333,152.9167,52.9,74,87,16.58,overcast clouds
355,Yagodnoye,RU,62.55,149.6667,35.28,84,71,6.17,broken clouds
356,Hay River,CA,60.8156,-115.7999,53.58,54,20,5.75,few clouds
357,Matanzas,CU,23.0411,-81.5775,83.16,69,20,6.44,few clouds
358,Sorrento,IT,40.626,14.3744,77.27,77,40,1.99,scattered clouds
359,Mercedes,AR,-34.6515,-59.4307,54.86,52,0,15.41,clear sky
360,Qax,AZ,41.4225,46.9242,79.79,45,8,0.65,clear sky
361,Saint John,CA,45.2727,-66.0677,54.18,43,75,8.57,broken clouds
362,Esperance,AU,-33.8667,121.9,63.84,87,100,20.69,moderate rain
363,Kinston,US,35.2627,-77.5816,87.93,58,75,14.97,broken clouds
364,Adrian,US,41.8975,-84.0372,57.58,45,1,8.01,clear sky
365,Coffs Harbour,AU,-30.3,153.1333,57.16,67,90,12.66,overcast clouds
366,Huarmey,PE,-10.0681,-78.1522,67.33,84,95,7.78,overcast clouds
367,Pingliang,CN,35.5392,106.6861,68.05,28,66,6.51,broken clouds
368,Waingapu,ID,-9.6567,120.2641,75.04,86,92,7.45,overcast clouds
369,Vryburg,ZA,-26.9566,24.7284,66.36,17,0,9.75,clear sky
370,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,75,10.36,broken clouds
371,Pakaur,IN,24.6333,87.85,85.62,69,62,7.29,broken clouds
372,Alice Springs,AU,-23.7,133.8833,44.15,65,0,6.6,clear sky
373,Vung Tau,VN,10.346,107.0843,82.94,80,30,10.04,scattered clouds
374,Marawi,PH,7.9986,124.2928,75.65,94,53,1.03,broken clouds
375,Quickborn,DE,53.7333,9.9,65.89,62,20,1.01,few clouds
376,Hit,IQ,33.6416,42.8251,102.27,8,0,7.92,clear sky
377,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,39,0,17.27,clear sky
378,Kushima,JP,31.4583,131.2333,64.56,81,100,4.68,overcast clouds
379,Kupang,ID,-10.1667,123.5833,76.93,76,45,11.41,scattered clouds
380,Axim,GH,4.8699,-2.2405,84.87,71,93,10.29,light rain
381,Agen,FR,44.2,0.6333,80.69,47,0,10.36,clear sky
382,Ratnagiri,IN,16.9833,73.3,83.1,78,100,3.36,overcast clouds
383,Povoa De Varzim,PT,41.3834,-8.7636,80.24,77,0,19.95,clear sky
384,Payo,ID,-3.7508,103.6372,73.06,99,100,2.13,light rain
385,Wanaka,NZ,-44.7,169.15,43.7,98,100,7.96,overcast clouds
386,Tual,ID,-5.6667,132.75,81.37,81,95,19.06,overcast clouds
387,Dolores,AR,-36.3132,-57.6792,49.69,47,1,19.37,clear sky
388,Leh,IN,34.1667,77.5833,55.26,20,20,5.12,few clouds
389,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,81,75,13.8,broken clouds
390,Berlevag,NO,70.8578,29.0864,39.65,76,97,16.91,overcast clouds
391,Biltine,TD,14.5333,20.9167,105.64,7,6,6.6,clear sky
392,Saint-Andre-Avellin,CA,45.7168,-75.066,59.72,34,23,9.1,few clouds
393,Hacari,CO,8.3233,-73.1489,70.21,90,99,2.73,overcast clouds
394,Broome,US,42.2506,-75.833,47.64,87,90,1.99,overcast clouds
395,Salacea,RO,47.4667,22.3167,66.52,69,87,8.84,overcast clouds
396,Talnakh,RU,69.4865,88.3972,29.84,99,95,5.12,overcast clouds
397,Calbuco,CL,-41.768,-73.1273,45.61,80,100,9.19,light rain
398,Grand Gaube,MU,-20.0064,57.6608,76.37,81,17,3.0,few clouds
399,Atherton,GB,53.5237,-2.4935,69.35,87,99,4.5,overcast clouds
400,Namatanai,PG,-3.6667,152.4333,79.63,84,100,6.96,overcast clouds
401,Bilma,NE,18.6853,12.9164,106.16,5,17,1.92,few clouds
402,Qingdao,CN,36.0986,120.3719,65.8,72,0,12.03,light rain
403,Orange Cove,US,36.6244,-119.3137,72.84,34,100,2.93,overcast clouds
404,Zabol,AF,32.25,67.25,78.08,12,0,12.26,clear sky
405,Tobermory,CA,45.2501,-81.6665,58.3,70,0,14.65,clear sky
406,Sabang,ID,5.8933,95.3214,83.64,75,100,10.78,overcast clouds
407,Brighton,GB,50.8284,-0.1395,70.95,59,0,11.83,clear sky
408,Pena,PH,12.089,123.9384,80.89,77,86,1.43,overcast clouds
409,Vilhena,BR,-12.7406,-60.1458,84.42,51,0,10.36,clear sky
410,Surt,LY,31.2089,16.5887,76.71,70,0,17.52,clear sky
411,Namie,JP,37.4833,141.0,66.96,78,27,6.35,scattered clouds
412,Itarema,BR,-2.9248,-39.9167,87.3,58,49,12.21,scattered clouds
413,Shimoda,JP,34.6667,138.95,70.16,89,38,11.68,scattered clouds
414,Matagami,CA,49.7502,-77.6328,50.11,40,1,4.21,clear sky
415,Dogondoutchi,NE,13.6393,4.0287,107.46,6,71,14.16,broken clouds
416,Atyashevo,RU,54.5644,46.0691,70.36,74,58,4.23,broken clouds
417,Slave Lake,CA,55.2834,-114.769,55.38,54,1,16.11,clear sky
418,Taoudenni,ML,22.6783,-3.9836,115.92,5,21,17.2,few clouds
419,Tigil,RU,57.8,158.6667,36.43,83,74,4.47,broken clouds
420,Beringovskiy,RU,63.05,179.3167,26.78,90,30,8.77,scattered clouds
421,Severo-Kurilsk,RU,50.6789,156.125,39.24,85,78,1.61,broken clouds
422,Esil,KZ,51.9556,66.4042,73.18,27,11,8.16,few clouds
423,Veraval,IN,20.9,70.3667,84.49,76,100,11.54,overcast clouds
424,Amalapuram,IN,16.5833,82.0167,89.98,69,86,4.03,overcast clouds
425,Guerrero Negro,MX,27.9769,-114.0611,62.46,73,99,14.29,overcast clouds
426,Bow Island,CA,49.8668,-111.3684,57.22,52,97,5.75,overcast clouds
427,Cabedelo,BR,-6.9811,-34.8339,84.87,65,14,16.89,few clouds
428,Ancud,CL,-41.8697,-73.8203,47.43,73,100,6.69,overcast clouds
429,Marzuq,YE,14.4,46.4667,89.22,27,71,9.64,broken clouds
430,Son La,VN,21.3167,103.9,78.82,70,100,1.54,overcast clouds
431,Oktyabrskiy,RU,54.4815,53.471,69.42,71,100,5.77,light rain
432,Ichinohe,JP,40.2069,141.3017,56.34,77,54,9.53,broken clouds
433,Copiapo,CL,-27.3667,-70.3333,58.69,23,0,3.47,clear sky
434,Luau,AO,-10.7073,22.2247,79.68,25,4,5.68,clear sky
435,College,US,64.8569,-147.8028,40.21,54,75,12.66,broken clouds
436,Talara,PE,-4.5772,-81.2719,72.36,73,90,13.8,overcast clouds
437,Riacho De Santana,BR,-13.6092,-42.9389,90.34,27,96,3.15,overcast clouds
438,Pochutla,MX,15.7432,-96.4661,85.82,54,100,4.54,overcast clouds
439,Kasongo-Lunda,CD,-6.4667,16.8167,90.28,36,98,3.56,overcast clouds
440,Porto Franco,BR,-6.3383,-47.3992,90.86,41,9,3.31,clear sky
441,Mahibadhoo,MV,3.7833,72.9667,83.89,73,100,20.07,overcast clouds
442,Talcahuano,CL,-36.7167,-73.1167,51.48,82,0,5.75,light rain
443,Rio Grande,BR,-32.035,-52.0986,66.31,59,17,17.4,few clouds
444,Flin Flon,CA,54.7682,-101.865,48.04,93,90,14.56,overcast clouds
445,Iracoubo,GF,5.4802,-53.2011,80.11,83,90,8.86,overcast clouds
446,Kizukuri,JP,40.8061,140.3861,60.94,71,89,11.95,overcast clouds
447,Impfondo,CG,1.6381,18.0667,84.6,63,100,1.63,light rain
448,Doncaster,GB,53.5233,-1.1369,69.78,62,20,6.91,few clouds
449,Isangel,VU,-19.55,169.2667,70.14,74,62,2.75,broken clouds
450,Ahipara,NZ,-35.1667,173.1667,53.55,83,54,11.92,broken clouds
451,Sorong,ID,-0.8833,131.25,80.83,85,100,11.92,overcast clouds
452,Lorengau,PG,-2.0226,147.2712,82.96,76,99,11.41,overcast clouds
453,Casas Grandes,MX,30.3667,-107.95,75.43,16,1,3.74,clear sky
454,Temple,US,31.0982,-97.3428,75.38,95,40,1.01,scattered clouds
455,Pierre,US,44.3683,-100.351,55.06,55,90,3.0,overcast clouds
456,Dunedin,NZ,-45.8742,170.5036,49.8,95,100,1.99,light rain
457,Kautokeino,NO,69.0125,23.0412,44.11,56,67,8.95,broken clouds
458,Chota,PE,-6.55,-78.65,66.9,71,19,5.46,few clouds
459,Kavarna,BG,43.4333,28.3333,74.01,58,96,9.78,overcast clouds
460,San Luis,AR,-33.295,-66.3356,55.0,44,13,14.97,few clouds
461,Kualakapuas,ID,-3.0091,114.3876,77.16,97,16,2.01,few clouds
462,Catuday,PH,16.2923,119.8062,84.11,76,79,9.31,broken clouds
463,Pinawa,CA,50.1489,-95.8811,56.23,53,99,14.56,overcast clouds
464,Japaratuba,BR,-10.5933,-36.9403,81.68,59,73,10.67,broken clouds
465,Pedasi,PA,7.5333,-80.0333,77.81,83,100,1.68,overcast clouds
466,Olafsvik,IS,64.8945,-23.7142,46.17,73,34,21.12,scattered clouds
467,Diffa,NE,13.3154,12.6113,104.13,15,100,15.17,overcast clouds
468,Vila Velha,BR,-20.3297,-40.2925,85.95,58,40,21.0,scattered clouds
469,Severnyy,RU,50.677,36.5532,69.84,68,75,6.71,light rain
470,Pangnirtung,CA,66.1451,-65.7125,33.8,69,75,11.5,broken clouds
471,Luba,GQ,3.4568,8.5547,87.69,83,92,6.93,light rain
472,Abu Samrah,SY,35.3029,37.1841,79.88,31,0,19.44,clear sky
473,Mecca,SA,21.4267,39.8261,97.34,36,2,13.47,clear sky
474,Ankang,CN,32.68,109.0172,69.49,76,40,1.12,scattered clouds
475,Gull Lake,CA,50.1001,-108.4847,50.36,64,100,16.08,overcast clouds
476,Kongolo,CD,-5.3833,27.0,88.81,40,48,3.51,scattered clouds
477,Biloela,AU,-24.4167,150.5,54.46,75,89,7.27,overcast clouds
478,Lapua,FI,62.9693,23.0088,58.1,35,10,8.23,clear sky
479,Ukiah,US,39.1502,-123.2078,74.03,63,1,0.0,clear sky
480,Madison,US,34.7334,-86.5667,61.5,78,90,1.01,overcast clouds
481,Rajmahal,IN,25.05,87.8333,85.51,69,1,4.76,clear sky
482,La Ronge,CA,55.1001,-105.2842,46.65,81,90,16.11,overcast clouds
483,Tateyama,JP,34.9833,139.8667,71.62,79,16,19.73,few clouds
484,Storforshei,NO,66.4043,14.5233,50.67,66,75,1.07,broken clouds
485,Cururupu,BR,-1.8283,-44.8683,90.46,49,77,5.79,broken clouds
486,Hami,CN,42.8,93.45,86.31,9,81,4.74,broken clouds
487,Clonakilty,IE,51.6231,-8.8706,62.1,80,18,5.7,few clouds
488,Lichtenburg,ZA,-26.152,26.1597,62.56,20,1,6.76,clear sky
489,Rio Gallegos,AR,-51.6226,-69.2181,33.85,69,20,19.57,few clouds
490,Tabuk,PH,17.4189,121.4443,80.06,82,96,6.15,overcast clouds
491,Bridlington,GB,54.0831,-0.1919,69.82,83,0,9.28,clear sky
492,Loten,NO,60.8171,11.3376,76.6,28,64,1.57,broken clouds
493,Sauteurs,GD,12.2167,-61.6333,84.9,65,1,16.26,clear sky
494,Nueva Guinea,NI,11.6876,-84.4562,77.88,79,100,6.44,overcast clouds
495,Redwater,US,33.3582,-94.2544,70.83,74,52,10.27,broken clouds
496,Pelotas,BR,-31.7719,-52.3425,66.22,63,0,4.0,clear sky
497,Northam,GB,51.0333,-4.2167,67.62,77,80,6.96,broken clouds
498,Tabory,RU,58.5198,64.5495,71.55,49,7,4.5,clear sky
499,Toktogul,KG,41.8708,72.9402,71.51,53,30,1.39,scattered clouds
500,Poum,NC,-20.2333,164.0167,72.28,61,84,20.42,broken clouds
501,Husavik,IS,66.0449,-17.3389,57.11,60,49,19.19,scattered clouds
502,Naranjal,EC,-2.6667,-79.6167,75.52,77,73,4.65,broken clouds
503,Tarko-Sale,RU,64.9225,77.785,57.0,36,87,8.01,overcast clouds
504,Caravelas,BR,-17.7125,-39.2481,82.92,62,100,8.28,overcast clouds
505,Kembe,CF,4.6228,21.8865,87.89,57,100,3.87,overcast clouds
506,Amahai,ID,-3.3333,128.9167,78.46,87,100,4.65,overcast clouds
507,Kencong,ID,-8.2833,113.3667,77.54,87,86,1.59,overcast clouds
508,Tubuala,PA,9.5167,-79.0333,85.33,83,100,1.66,overcast clouds
509,Tuyen Quang,VN,21.8233,105.2181,83.43,80,88,2.91,overcast clouds
510,Takoradi,GH,4.8845,-1.7554,83.8,73,99,8.39,overcast clouds
511,Dingle,PH,10.9995,122.6711,78.85,88,99,2.68,overcast clouds
512,Sao Domingos,BR,-13.3983,-46.3183,90.12,29,57,1.99,broken clouds
513,Polunochnoye,RU,60.8697,60.4153,61.29,70,96,3.94,overcast clouds
514,Soyo,AO,-6.1349,12.3689,84.25,74,17,11.7,few clouds
515,Udachnyy,RU,66.4167,112.4,55.02,54,7,8.23,clear sky
516,Were Ilu,ET,10.6,39.4333,63.84,33,7,12.5,clear sky
517,Semey,KZ,50.4111,80.2275,64.62,34,0,8.95,clear sky
518,Bowen,AU,-20.0167,148.2333,66.42,88,72,13.96,broken clouds
519,Aykhal,RU,66.0,111.5,52.27,57,36,8.41,scattered clouds
520,Moss Vale,AU,-34.55,150.3833,47.16,77,67,4.54,broken clouds
521,Guilin,CN,25.2819,110.2864,73.51,97,100,4.07,overcast clouds
522,Tilichiki,RU,60.4667,166.1,35.24,86,99,4.29,overcast clouds
523,Faya,SA,18.3851,42.4509,78.91,31,89,7.63,overcast clouds
524,Aksu,CN,41.1231,80.2644,83.5,20,77,11.77,broken clouds
525,Erzurum,TR,40.0,41.5,71.28,37,4,12.48,clear sky
526,Saint George,US,37.1041,-113.5841,81.36,15,1,3.44,clear sky
527,Srikakulam,IN,18.3,83.9,85.06,52,75,4.25,broken clouds
528,Den Helder,NL,52.9599,4.7593,64.98,74,36,10.36,scattered clouds
529,Birin,NP,26.8865,88.0718,64.02,78,17,4.45,few clouds
530,Watsa,CD,3.0372,29.5355,78.71,66,99,3.38,overcast clouds
531,Camacha,PT,33.0833,-16.3333,68.76,68,40,12.66,scattered clouds
532,Barcelos,PT,41.5388,-8.6151,85.28,59,0,11.63,clear sky
533,Hvolsvollur,IS,63.7533,-20.2243,49.8,85,99,16.58,overcast clouds
534,Sisimiut,GL,66.9395,-53.6735,45.48,58,100,15.66,overcast clouds
535,Nouadhibou,MR,20.931,-17.0347,69.78,78,0,19.57,clear sky
536,Yei,SS,4.095,30.6779,78.76,71,93,5.08,overcast clouds
537,Honiara,SB,-9.4333,159.95,75.96,94,100,2.93,overcast clouds
538,Laguna,US,38.421,-121.4238,68.45,74,1,5.01,clear sky
539,Svetlyy,RU,54.675,20.1347,53.65,70,33,12.1,scattered clouds
540,Boz,FR,46.4071,4.9109,75.81,54,53,9.08,broken clouds
541,Nome,US,64.5011,-165.4064,42.87,43,1,17.27,clear sky
542,High Rock,BS,26.6208,-78.2833,80.62,68,0,14.0,clear sky
543,General Pico,AR,-35.6566,-63.7568,51.71,59,0,7.34,clear sky
544,Astana,KZ,51.1801,71.446,67.95,37,0,11.72,clear sky
545,Alugan,PH,12.2188,125.4808,81.81,79,47,1.54,scattered clouds
546,Neiafu,TO,-18.65,-173.9833,74.08,100,75,0.0,light rain
547,Irece,BR,-11.3042,-41.8558,83.1,24,88,12.39,overcast clouds
548,Winslow,US,35.0242,-110.6974,70.97,14,1,1.01,clear sky
549,Coahuayana,MX,18.7333,-103.6833,89.08,37,68,1.97,broken clouds
550,Tupik,RU,54.4253,119.9327,42.82,82,3,1.5,clear sky
551,Podgornoye,RU,51.735,39.1496,77.22,44,40,9.35,light rain
552,Kuytun,RU,54.3419,101.5036,40.19,81,97,7.2,overcast clouds
553,Darovskoy,RU,58.77,47.9564,62.06,63,79,4.38,broken clouds
554,Bayan,CN,46.0833,127.4,56.48,61,47,2.39,scattered clouds
555,Rocha,UY,-34.4833,-54.3333,54.72,70,52,18.37,broken clouds
556,Waipawa,NZ,-41.4122,175.5153,48.04,98,100,1.43,light rain
557,Morondava,MG,-20.2833,44.2833,74.23,74,93,9.8,overcast clouds
558,Strezhevoy,RU,60.7333,77.5889,55.38,59,92,7.07,overcast clouds
559,Verkhnevilyuysk,RU,63.4453,120.3167,55.18,53,40,1.34,scattered clouds
560,Tierralta,CO,8.1736,-76.0592,82.06,79,100,2.17,overcast clouds
561,Sosva,RU,59.1766,61.8558,70.18,61,63,3.87,broken clouds
562,Nova Olinda Do Norte,BR,-3.8881,-59.0942,91.15,50,10,3.31,clear sky
563,Belyy Yar,RU,53.6039,91.3903,46.29,87,40,2.33,scattered clouds
564,Koutsouras,GR,35.0339,25.9469,73.4,65,41,3.22,scattered clouds
565,Yantarnyy,RU,54.8717,19.9381,53.46,77,1,14.18,clear sky
566,Afikpo,NG,5.8931,7.9374,84.97,72,95,7.18,light rain
567,Zrece,SI,46.3822,15.3792,59.63,86,100,1.01,light rain
568,Oshikango,NA,-17.4,15.8833,84.29,13,0,5.46,clear sky
569,Asau,RO,46.4333,26.4,63.52,73,99,3.18,overcast clouds
570,Nuuk,GL,64.1835,-51.7216,38.01,93,75,9.22,broken clouds
571,Padang,ID,-0.9492,100.3543,78.91,79,100,5.35,overcast clouds
572,Romilly-Sur-Seine,FR,48.5108,3.7263,71.98,66,100,10.38,overcast clouds
573,Solnechnyy,RU,50.7214,136.6319,49.21,86,100,1.45,overcast clouds
574,Kenitra,MA,34.261,-6.5802,74.16,64,100,11.95,overcast clouds
575,Peremyshlyany,UA,49.6652,24.5585,53.92,78,97,11.18,overcast clouds
576,Oum Hadjer,TD,13.2954,19.6966,107.82,6,10,11.16,clear sky
577,Yakovlevo,RU,50.8603,36.4478,70.05,81,93,8.34,overcast clouds
578,Ocara,BR,-4.4908,-38.5967,86.99,54,65,6.93,broken clouds
579,Casper,US,42.8666,-106.3131,53.51,74,90,3.0,overcast clouds
580,Tutoia,BR,-2.7619,-42.2744,89.58,56,61,2.62,broken clouds
581,Ballinrobe,IE,53.6333,-9.2333,59.97,56,11,4.07,few clouds
582,Parabel,RU,58.6978,81.4825,46.74,54,17,4.68,few clouds
583,Malakal,SS,9.5334,31.6605,98.87,24,50,6.8,scattered clouds
584,Yumen,CN,40.2833,97.2,72.36,25,10,12.73,clear sky
585,Awbari,LY,26.5921,12.7805,107.26,6,1,1.12,clear sky
586,Tazovskiy,RU,67.4667,78.7,43.77,54,57,10.87,broken clouds
587,Palora,EC,-1.7,-77.9333,80.58,61,43,2.82,scattered clouds
588,Belmonte,BR,-15.8631,-38.8828,82.9,70,83,4.72,broken clouds
589,Akhmeta,GE,42.0311,45.2075,84.72,85,100,4.88,overcast clouds
590,Kruisfontein,ZA,-34.0033,24.7314,61.88,81,18,29.42,light rain
591,Kupino,RU,54.3663,77.2981,65.55,43,76,4.52,broken clouds
592,Tarut,SA,26.5733,50.0369,106.02,30,0,8.21,clear sky
593,San Jeronimo,PE,-11.9472,-75.2829,54.36,60,44,4.45,scattered clouds
594,Roebourne,AU,-20.7833,117.1333,71.37,77,100,7.43,overcast clouds
595,Kyshtovka,RU,56.555,76.6271,57.09,75,84,4.34,broken clouds
596,North Bend,US,43.4065,-124.2243,55.85,91,40,0.0,scattered clouds
597,Shache,CN,38.4167,77.2406,84.6,16,57,8.32,broken clouds
598,Bahia Blanca,AR,-38.7196,-62.2724,47.23,50,4,10.0,clear sky
599,Gol,NO,60.7014,8.9457,74.21,30,3,2.15,clear sky
600,Izhma,RU,65.0083,53.9113,41.67,72,91,7.78,overcast clouds
601,Tura,IN,25.5198,90.2201,77.79,75,6,4.14,clear sky
602,Kem,RU,64.9555,34.5793,44.67,47,100,8.37,overcast clouds
603,Harnosand,SE,62.6323,17.9379,64.42,62,84,7.14,broken clouds
604,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,79,20,13.09,few clouds
605,Anchorage,US,61.2181,-149.9003,46.92,86,90,1.99,light rain
606,Aranda De Duero,ES,41.6704,-3.6892,78.69,37,30,5.88,scattered clouds
607,Naryan-Mar,RU,67.6713,53.087,40.41,44,100,16.8,overcast clouds
608,Road Town,VG,18.4167,-64.6167,86.04,62,40,8.05,scattered clouds
609,Brazzaville,CG,-4.2658,15.2832,91.76,52,69,5.75,broken clouds
610,Kaura Namoda,NG,12.5898,6.5779,106.84,7,28,10.8,scattered clouds
611,Mitsamiouli,KM,-11.3847,43.2844,78.64,73,52,7.09,broken clouds
612,Bontang,ID,0.1333,117.5,79.92,86,36,6.13,scattered clouds
613,Machiques,VE,10.0644,-72.545,84.74,67,100,2.15,overcast clouds
614,Boddam,GB,57.4667,-1.7833,67.42,90,14,12.37,few clouds
615,Bam,IR,29.106,58.357,92.52,9,0,11.03,clear sky
616,Whitehorse,CA,60.7161,-135.0538,44.02,60,75,17.0,broken clouds
617,Kattivakkam,IN,13.2167,80.3167,88.07,82,17,13.15,few clouds
618,Mangrol,IN,21.1167,70.1167,84.25,77,100,11.99,overcast clouds
619,Bintulu,MY,3.1667,113.0333,77.41,100,20,4.61,few clouds
620,Brae,GB,60.3964,-1.353,48.11,68,7,6.58,clear sky
621,Arman,RU,59.7,150.1667,36.32,99,100,4.61,light rain
622,Saint-Pierre,RE,-21.3393,55.4781,73.08,80,20,3.44,few clouds
623,Alyangula,AU,-13.8483,136.4192,73.27,78,90,12.88,overcast clouds
624,Avera,US,33.194,-82.5271,80.69,63,98,10.0,overcast clouds
625,Westerland,DE,54.9079,8.3033,58.01,76,40,9.22,scattered clouds
626,Fairbanks,US,64.8378,-147.7164,41.09,55,90,17.27,overcast clouds
627,Vaijapur,IN,19.9167,74.7333,80.6,68,100,9.93,heavy intensity rain
628,Taitung,TW,22.7583,121.1444,81.52,83,98,5.21,overcast clouds
629,Saint Anthony,US,45.0205,-93.218,59.14,50,1,3.0,clear sky
630,Khuzhir,RU,53.1939,107.3397,41.56,65,58,9.37,broken clouds
631,Gat,IL,31.61,34.7642,80.4,48,0,11.39,clear sky
632,Joensuu,FI,62.6012,29.7632,52.27,42,0,5.01,clear sky
633,Xuchang,CN,34.0167,113.8167,77.88,64,82,6.8,light rain
634,Trapani,IT,37.8333,12.6667,78.28,78,20,7.96,few clouds
635,Kaeo,NZ,-35.1,173.7833,47.32,95,39,8.28,scattered clouds
636,Bambari,CF,5.768,20.6757,92.23,39,92,5.82,overcast clouds
637,Tibacuy,CO,4.3511,-72.4564,83.26,70,74,11.1,broken clouds
638,Zverinogolovskoye,RU,54.4586,64.8542,73.17,36,9,6.98,clear sky
639,Tugulym,RU,57.0591,64.6425,80.67,42,13,8.48,few clouds
640,Mandera,KE,3.9366,41.867,88.83,40,46,10.07,scattered clouds
641,Kusa,RU,55.3383,59.4406,72.81,38,35,8.9,scattered clouds
642,Margate,GB,51.3813,1.3862,66.96,81,0,14.2,clear sky
643,Tainan,TW,22.9908,120.2133,89.15,78,40,0.0,scattered clouds
644,Malumfashi,NG,11.7853,7.6218,103.26,13,69,11.05,broken clouds
645,Malinovskiy,RU,61.1953,62.8397,63.41,70,90,4.79,overcast clouds
646,Labuhan,ID,-6.8844,112.2051,80.33,82,43,5.3,scattered clouds
647,Rawah,IQ,34.4816,41.9093,96.66,8,0,11.45,clear sky
648,Binzhou,CN,37.3667,118.0167,61.68,61,0,8.7,light rain
649,Rawson,AR,-43.3002,-65.1023,45.97,51,0,24.61,clear sky
650,Mandalgovi,MN,45.7625,106.2708,47.91,50,0,3.29,clear sky
651,Priyutovo,RU,53.9,53.9333,68.18,68,100,5.32,light rain
652,San Isidro,PE,-12.1167,-77.05,65.79,93,90,6.89,overcast clouds
653,Santa Maria,BR,-29.6842,-53.8069,65.5,59,0,6.49,clear sky
654,Verkhnyaya Inta,RU,65.9811,60.3094,43.23,67,100,10.98,overcast clouds
655,Eirunepe,BR,-6.6603,-69.8736,89.24,53,31,3.44,scattered clouds
656,Puerto Suarez,BO,-18.95,-57.8,90.16,45,0,11.45,clear sky
657,Dudinka,RU,69.4058,86.1778,24.48,95,74,5.93,broken clouds
658,Chuy,UY,-33.6971,-53.4616,58.73,56,58,16.28,broken clouds
659,Hanyang,CN,32.1371,105.5126,68.11,76,99,3.38,overcast clouds
660,Engels,RU,51.5,46.1167,72.68,69,74,7.34,broken clouds
661,Tadine,NC,-21.55,167.8833,69.49,68,53,16.42,broken clouds
662,Okha,RU,53.5739,142.9478,34.66,97,100,13.91,overcast clouds
663,Bom Despacho,BR,-19.7364,-45.2522,85.3,37,93,9.73,overcast clouds
664,Chunskiy,RU,56.0815,99.6342,35.67,73,44,4.25,scattered clouds
665,Smithers,CA,54.7804,-127.1743,43.12,87,75,3.44,broken clouds
666,Chakulia,IN,22.4833,86.7167,85.32,75,86,12.77,overcast clouds
667,Moron,AR,-34.6534,-58.6198,53.8,50,1,13.38,clear sky
668,Hailar,CN,49.2,119.7,56.84,53,99,8.88,overcast clouds
669,Vanimo,PG,-2.6741,141.3028,79.03,90,93,4.74,overcast clouds
670,Makakilo City,US,21.3469,-158.0858,72.68,76,75,4.61,broken clouds
671,Prado,BR,-17.3411,-39.2208,80.96,67,100,8.1,overcast clouds
672,Stolin,BY,51.8912,26.846,64.42,53,93,7.45,overcast clouds
673,Ouadda,CF,8.0777,22.4007,94.71,27,33,2.06,scattered clouds
674,Carauari,BR,-4.8828,-66.8958,88.72,56,77,3.56,broken clouds
675,San Quintin,MX,30.4833,-115.95,60.55,79,97,12.77,overcast clouds
676,Orumiyeh,IR,37.5527,45.0761,81.95,17,20,8.86,few clouds
677,Bayir,TR,37.2687,28.2167,79.63,30,0,16.62,clear sky
678,Lyuban,BY,52.7985,28.0048,62.04,70,100,10.25,overcast clouds
679,Cozumel,MX,20.5083,-86.9458,87.87,66,40,3.0,scattered clouds
680,Alghero,IT,40.5589,8.3181,78.98,50,0,11.5,clear sky
681,Gazimurskiy Zavod,RU,51.5461,118.3266,46.42,92,93,3.89,overcast clouds
682,Sept-Iles,CA,50.2001,-66.3821,54.12,63,75,8.01,broken clouds
683,Farafangana,MG,-22.8167,47.8333,73.31,80,20,12.48,few clouds
684,Bhuj,IN,23.2667,69.6667,84.43,73,50,17.27,scattered clouds
685,Tianpeng,CN,30.9866,103.9393,73.63,73,100,5.97,overcast clouds
686,Kigonsera,TZ,-10.8,35.05,63.37,64,7,2.26,clear sky
687,Guatire,VE,10.4762,-66.5427,85.69,52,35,5.1,scattered clouds
688,Puerto Lempira,HN,15.2667,-83.7667,87.94,74,40,9.22,scattered clouds
689,Zadar,HR,44.1197,15.2422,74.01,35,0,12.66,clear sky
690,Trairi,BR,-3.2778,-39.2689,86.63,58,46,11.39,scattered clouds
691,Bandarbeyla,SO,9.4942,50.8122,80.76,80,5,27.65,clear sky
692,Puerto Narino,CO,-3.7703,-70.3831,84.15,55,37,1.97,scattered clouds
693,Puerto Colombia,CO,10.9878,-74.9547,84.29,69,100,5.53,overcast clouds
694,Ozernovskiy,RU,51.5,156.5167,40.77,84,29,2.64,scattered clouds
695,Panaba,MX,21.2833,-88.2667,86.32,57,4,4.47,clear sky
696,Genhe,CN,50.7833,121.5167,41.97,93,33,2.66,scattered clouds
697,Ojinaga,MX,29.5667,-104.4167,81.57,54,1,10.36,clear sky
